source_system,source_code,target_system,target_code,mapping_type,confidence,source_display,target_display,src_lang,translated_text,backtranslation_similarity
NAMASTE-Siddha,PAB1.1,ICD-11 MMS 2024-01 Biomedicine,2F30.3,related-to,75.04,Aẕal Nakiṟkaṭṭi,Phyllodes tumour of breast,hin_Deva,A chakural naki ́ ka ́ ta ̄ i. tumour of breast due to topitham,80.89
NAMASTE-Siddha,PAC,ICD-11 MMS 2024-01 Biomedicine,XA12C1,related-to,87.59,Aiyam,Breast,hin_Deva,Aiyam.Breast Tumour classified under Aiyam,100.0
NAMASTE-Siddha,PAC1.1,ICD-11 MMS 2024-01 Biomedicine,XA12C1,related-to,83.73,Aiyam Nakiṟkaṭṭi,Breast,hin_Deva,Ayyam nakiqaṭṭi.Tumour of breast due to kabam,93.12
NAMASTE-Siddha,PAD,ICD-11 MMS 2024-01 Biomedicine,XA12C1,related-to,87.44,Mukkuṟṟam,Breast,hin_Deva,Mukkuħam.Breast Tumour classified under Mukkutram,95.66
NAMASTE-Siddha,PAD1,ICD-11 MMS 2024-01 Biomedicine,XA12C1,related-to,83.7,Mukkuṟṟam Nakiṟkaṭṭi,Breast,hin_Deva,Mukkuam Nakika | Tumour of breast due to mukkutram,93.13
NAMASTE-Siddha,PAD1.1,ICD-11 MMS 2024-01 Biomedicine,2F30.3,related-to,75.98,adipaduthala Uṇṭākum Nakiṟkaṭṭi,Phyllodes tumour of breast,hin_Deva,adipaduthala Uṇṭākum nakīkaṭi. tumour of breast due to injury,97.45
NAMASTE-Siddha,PB,ICD-11 MMS 2024-01 Biomedicine,XA2AF4,related-to,83.87,Veḷviẕi Nōykaḷ,Sclera,hin_Deva,Vevi Mahatomi Nyika. cancer occuring in sclera,83.43
NAMASTE-Siddha,PBD1.1,ICD-11 MMS 2024-01 Biomedicine,XA4C02,related-to,87.61,Nīrppuṟṟu,Cornea,hin_Deva,Nīrppuuu. abcess in cornea with discharge,95.2
NAMASTE-Siddha,PBD1.2,ICD-11 MMS 2024-01 Biomedicine,XA4C02,related-to,85.61,Cataippuṟṟu,Cornea,hin_Deva,Cataippuu. abcess in cornea with skin tag,97.16
NAMASTE-Siddha,PBD1.3,ICD-11 MMS 2024-01 Biomedicine,XA4C02,related-to,85.69,Maṇalppuṟṟu,Cornea,hin_Deva,Mañalppuu. abcess in cornea like sand,96.85
NAMASTE-Siddha,PC,ICD-11 MMS 2024-01 Biomedicine,XH4RQ3,related-to,76.64,Vippuruti,"Glioma, malignant",hin_Deva,Vippuruti.Malignant cancers,100.0
NAMASTE-Siddha,PCD1.1,ICD-11 MMS 2024-01 Biomedicine,XA25Q2,related-to,85.07,Karppa Vippuruti,Pelvic cavity,hin_Deva,Karappa Vippuruti. abcess in pelvic cavity,97.15
NAMASTE-Siddha,PCD1.2,ICD-11 MMS 2024-01 Biomedicine,XA5D93,related-to,83.88,Kuvaḷai Vippuruti,Thorax,hin_Deva,Kuvaai Vippuruti. abcess in thorax,98.69
NAMASTE-Siddha,PCD1.3,ICD-11 MMS 2024-01 Biomedicine,1B75.1,related-to,88.63,Pitta Vippuruti,Carbuncle,hin_Deva,Pitta Vippuruti.Carbuncle / Abscess due to pitham,99.05
NAMASTE-Siddha,PCD1.4,ICD-11 MMS 2024-01 Biomedicine,1B75.1,related-to,89.02,Cantu Vippuruti,Carbuncle,hin_Deva,Cantu Vippuruti.Carbuncle in abdomen,100.0
NAMASTE-Siddha,PCD1.5,ICD-11 MMS 2024-01 Biomedicine,1B75.1,related-to,88.58,Ōṭu Vippuruti,Carbuncle,hin_Deva,Ōṭu Vippuruti | Carbuncle / Abcess causing metastasis,100.0
NAMASTE-Siddha,PCD1.6,ICD-11 MMS 2024-01 Biomedicine,1B75.1,related-to,87.84,Cilēttuma Vippuruti,Carbuncle,hin_Deva,Cilēttuma Vippuruti.Carbuncle / Abcess due to kabam,100.0
NAMASTE-Siddha,PCD1.7,ICD-11 MMS 2024-01 Biomedicine,1B75.1,related-to,88.69,Vāta Vippuruti,Carbuncle,hin_Deva,Vata Vippuruti.Carbuncle / Abcess due to vatham,100.0
NAMASTE-Siddha,PD,ICD-11 MMS 2024-01 Biomedicine,XA99N3,related-to,83.97,Karuppaippuṟṟukaḷ,Uterus,hin_Deva,Karuppaippu??? uka?. Uterus cancer,88.28
NAMASTE-Siddha,QAB1.2,ICD-11 MMS 2024-01 Biomedicine,6B84,related-to,82.66,Maṇṇuṉ Veḷuppu Nōy,Pica,hin_Deva,Maṇu Veuppu Noy. Anaemia pica,94.11
NAMASTE-Siddha,RA,ICD-11 MMS 2024-01 Biomedicine,DB31.2,related-to,89.87,Aṭitaḷḷal,Rectal prolapse,hin_Deva,Aṭṭita śūla. rectal prolapse,87.93
NAMASTE-Siddha,RAA,ICD-11 MMS 2024-01 Biomedicine,DB31.2,related-to,93.12,Vaḷi,Rectal prolapse,hin_Deva,Rectal prolapse classified under Vali,93.71
NAMASTE-Siddha,RAA1.1,ICD-11 MMS 2024-01 Biomedicine,DB31.2,related-to,88.29,Aṭitaḷḷal,Rectal prolapse,hin_Deva,Aṭita āl. rectal prolapse due to increasing Vali,94.36
NAMASTE-Siddha,RC,ICD-11 MMS 2024-01 Biomedicine,XA6CW5,related-to,84.63,Kapāla Piḷavai,Scalp,hin_Deva,Kapāla Piuwai.Scalp carbuncle,91.36
NAMASTE-Siddha,RCB,ICD-11 MMS 2024-01 Biomedicine,1B75.1,related-to,87.89,Aẕal,Carbuncle,hin_Deva,A carpal.Scalp carbuncle classified under Azhal,91.63
NAMASTE-Siddha,RCB1.2,ICD-11 MMS 2024-01 Biomedicine,1B75.1,related-to,85.2,Curik Kapāla Piḷavai,Carbuncle,hin_Deva,Kurik Kapala Pi Bhavai.Occipital Carbuncle due to increasing azhal,91.82
NAMASTE-Siddha,RCB1.3,ICD-11 MMS 2024-01 Biomedicine,1B75.1,related-to,86.41,Kuruti Kaṇṇaṉ Kapāla Piḷavai,Carbuncle,hin_Deva,Kuruti Kaṇa Kapāla Piabhai.Head Carbuncle due to increasing azhal,94.41
NAMASTE-Siddha,RCC,ICD-11 MMS 2024-01 Biomedicine,1B75.1,related-to,87.23,Aiyam,Carbuncle,hin_Deva,Aiyam.Scalp carbuncle classified under Aiyam,100.0
NAMASTE-Siddha,RCC1.5,ICD-11 MMS 2024-01 Biomedicine,1B75.1,related-to,83.99,Poṉṉi Kapāla Piḷavai,Carbuncle,hin_Deva,Po kho i Kapāla Pi vai.Head carbuncle of small size,86.7
NAMASTE-Siddha,RE,ICD-11 MMS 2024-01 Biomedicine,ME84.0,related-to,77.87,Kaṇṭamālai,cervical pain,hin_Deva,Kaṇṭamālai.Cervical lymphadenopathy,100.0
NAMASTE-Siddha,RFA1.1,ICD-11 MMS 2024-01 Biomedicine,1B75.1,related-to,85.51,Maṭakkuk Kaṭṭi,Carbuncle,hin_Deva,Maṭakkuk Kaṭṭi.Conical shaped Diabetic Carbuncle due to increasing Vali,100.0
NAMASTE-Siddha,RFB1.3,ICD-11 MMS 2024-01 Biomedicine,1B75.1,related-to,85.15,Mēka Vittiratik Kaṭṭi,Carbuncle,hin_Deva,Meka Vitrātik Kaṭṭi | Multiple diabetic carbuncle due to increasing azhal,97.31
NAMASTE-Siddha,RFC1.1,ICD-11 MMS 2024-01 Biomedicine,1B75.1,related-to,86.87,Āmai Ōṭu Kaṭṭi,Carbuncle,hin_Deva,Tortoise shell like diabetic carbuncle due to increasing age,90.1
NAMASTE-Siddha,RFC1.2,ICD-11 MMS 2024-01 Biomedicine,1B75.1,related-to,86.81,Nilappūcaṇi Kaṭṭi,Carbuncle,hin_Deva,Nilappu kaani kaṭṭi.carbuncle like tuber due to increasing Aiyam,93.84
NAMASTE-Siddha,RG,ICD-11 MMS 2024-01 Biomedicine,1A61.0,related-to,76.22,Kiranti,Primary genital syphilis,hin_Deva,Kiranti.Syphilis,100.0
NAMASTE-Siddha,RI,ICD-11 MMS 2024-01 Biomedicine,XA20Q1,related-to,84.1,Maṇṭaikkuttiyal,Head,hin_Deva,Maṇṭaikkuttiyal.Head ache,100.0
NAMASTE-Siddha,RJ,ICD-11 MMS 2024-01 Biomedicine,6D70,related-to,86.49,Maṇṭaic Caṉṉi,Delirium,hin_Deva,Maṇṭaic Ca nhi. delirium caused by diseases of the head,92.72
NAMASTE-Siddha,RJD1,ICD-11 MMS 2024-01 Biomedicine,6D70,related-to,86.49,Maṇṭaic Caṉṉi,Delirium,hin_Deva,Maṇṭaic Ca nhi. delirium caused by diseases of the head,92.72
NAMASTE-Siddha,RK,ICD-11 MMS 2024-01 Biomedicine,XA6CW5,related-to,85.41,Maṇṭai Cūlai,Scalp,hin_Deva,Maṇṭai Kulai.Scalp pain,95.63
NAMASTE-Siddha,RKA,ICD-11 MMS 2024-01 Biomedicine,XA6CW5,related-to,92.12,Vaḷi,Scalp,hin_Deva,Scalp pain classified under Vali,93.72
NAMASTE-Siddha,RL,ICD-11 MMS 2024-01 Biomedicine,XA6CW5,related-to,83.7,Maṇṭait Timir,Scalp,hin_Deva,Maṇṭait Timir. numbness over scalp,100.0
NAMASTE-Siddha,RM,ICD-11 MMS 2024-01 Biomedicine,XA20Q1,related-to,84.15,Maṇṭai Vali,Head,hin_Deva,Maṇṭai Vali.Head pain,100.0
NAMASTE-Siddha,RMA,ICD-11 MMS 2024-01 Biomedicine,MB4D,related-to,77.54,Vaḷi,"Headache, not elsewhere classified",hin_Deva,Headache classified under Vali,83.28
NAMASTE-Siddha,RMA1.1,ICD-11 MMS 2024-01 Biomedicine,XA20Q1,related-to,84.15,Maṇṭai Vali,Head,hin_Deva,Maṇṭai Vali.Head pain,100.0
NAMASTE-Siddha,RN,ICD-11 MMS 2024-01 Biomedicine,XA6CW5,related-to,81.86,Maṇṭai Vaṟaṭci,Scalp,hin_Deva,Maṇṭai Vaaṭci.drainess over the scalp,88.4
NAMASTE-Siddha,RNA1.1,ICD-11 MMS 2024-01 Biomedicine,XA6CW5,related-to,81.86,Maṇṭai Vaṟaṭci,Scalp,hin_Deva,Maṇṭai Vaaṭci.drainess over the scalp,88.4
NAMASTE-Siddha,RO,ICD-11 MMS 2024-01 Biomedicine,XA9738,related-to,87.68,Mūḷai Nōy,Brain,hin_Deva,Mūai Nōy. brain disease,97.99
NAMASTE-Siddha,ROA,ICD-11 MMS 2024-01 Biomedicine,XA9738,related-to,87.0,Vaḷi,Brain,hin_Deva,Vali.Brain disease classified under Vali,100.0
NAMASTE-Siddha,RP,ICD-11 MMS 2024-01 Biomedicine,DB50.1,related-to,78.19,Pavuttiram,Anal fistula,hin_Deva,Pavuttiram.Fistula,100.0
NAMASTE-Siddha,RPA,ICD-11 MMS 2024-01 Biomedicine,GC01.1,related-to,75.1,Vaḷi,"Fistula between intestinal segments used for urinary diversion, not elsewhere classified",hin_Deva,Vai.Fistula classified under Vali,98.2
NAMASTE-Siddha,RPA1.4,ICD-11 MMS 2024-01 Biomedicine,DB50.2,related-to,87.32,Eruvāy Kaṇṭamālai Pavuttiram,Anorectal fistula,hin_Deva,Eruvayi Kaṇṭamālai Pavuttiram.Anorectal fistula due to increasing Vali,97.57
NAMASTE-Siddha,RPC,ICD-11 MMS 2024-01 Biomedicine,GC01.1,related-to,76.43,Aiyam,"Fistula between intestinal segments used for urinary diversion, and other surface not elsewhere classified",hin_Deva,Aiyam.Fistula classified under Aiyam,100.0
NAMASTE-Siddha,RPC1.1,ICD-11 MMS 2024-01 Biomedicine,GC04.0,related-to,87.61,Kiranti Pauttiram,Urethral fistula,hin_Deva,Kiranti Pauttiram.Penile urethral fistula due to increasing age,94.37
NAMASTE-Siddha,RR,ICD-11 MMS 2024-01 Biomedicine,1F66,related-to,87.05,Yāṉaikkāl,Filariasis,hin_Deva,Yā khaikkāl. filariasis,82.25
NAMASTE-Siddha,RRA1.1,ICD-11 MMS 2024-01 Biomedicine,1F66.3,related-to,88.17,Vaḷi Yāṉaikkāl,Lymphatic filariasis,hin_Deva,VaI Yā ́ aikkāl.Lymphatic Filariasis due to increasing Vali,94.99
NAMASTE-Siddha,RRB1.1,ICD-11 MMS 2024-01 Biomedicine,1F66.3,related-to,88.28,Aẕal Yāṉaikkāl,Lymphatic filariasis,hin_Deva,Achitpal Yā ́ aikkāl.Lymphatic Filariasis due to increasing Azhal,90.41
NAMASTE-Siddha,RRC1.1,ICD-11 MMS 2024-01 Biomedicine,1F66.3,related-to,88.43,Aiya Yāṉaikkā,Lymphatic filariasis,hin_Deva,Aiya Yā kāikkā. lymphatic filariasis due to increasing kabam,95.0
NAMASTE-Siddha,SA,ICD-11 MMS 2024-01 Biomedicine,ND37,related-to,76.25,Varma Aṭi,blunt injuries,hin_Deva,Verma A. Injuries in the varmam,92.63
NAMASTE-Siddha,SAA1.3,ICD-11 MMS 2024-01 Biomedicine,NB92.4,related-to,76.45,Oṭṭu Varmam,Injury of ovary,hin_Deva,OTTU VARMAM.Injury to Ottu,100.0
NAMASTE-Siddha,SAA1.5,ICD-11 MMS 2024-01 Biomedicine,NB92.4,related-to,75.09,Poykai Varmam,Injury of ovary,hin_Deva,Poykai Varmam.Injury to Poykai,98.1
NAMASTE-Siddha,SAC1.1,ICD-11 MMS 2024-01 Biomedicine,NB92.3,related-to,76.34,Unti Varmam,Injury of urethra,hin_Deva,Unthi Varmam.Injury to Unthi Varmam,99.21
NAMASTE-Siddha,SAC1.13,ICD-11 MMS 2024-01 Biomedicine,ND10,related-to,79.46,Kārīral Varmam,Injury to toenail,hin_Deva,Injury to Kaareeral Varmam,89.98
NAMASTE-Siddha,SB,ICD-11 MMS 2024-01 Biomedicine,NA82.4,related-to,80.49,Oṭivu Muṟivu,rib fractures,hin_Deva,Oṭivu Muivu.Fractures,97.01
NAMASTE-Siddha,SBA1.1,ICD-11 MMS 2024-01 Biomedicine,NC12.0,related-to,86.9,Kārai Elumpu Muṟivu,Fracture of clavicle,hin_Deva,Kārai Elumpu Muivu.Fracture of clavicle,98.37
NAMASTE-Siddha,SBA1.4,ICD-11 MMS 2024-01 Biomedicine,XA53X6,related-to,86.24,Cippi Elumpu Muṟivu,Scapula,hin_Deva,Cippi Elumpu Muivu.Injuries and fractures to scapula,98.24
NAMASTE-Siddha,SBA1.5,ICD-11 MMS 2024-01 Biomedicine,NC13.3,related-to,89.77,Tōḷporuttu Vilakal,Dislocation of scapula,hin_Deva,Tōporuttu Vilakal.Dislocation of scapula,96.48
NAMASTE-Siddha,SBA1.5.1,ICD-11 MMS 2024-01 Biomedicine,XK7V,related-to,87.22,Tōḷporuttu Muṉ Vilakal,Anterior,hin_Deva,Tō pōruttu Mu vilakal Anterior dislocation of shoulder joint,94.7
NAMASTE-Siddha,SBA1.5.2,ICD-11 MMS 2024-01 Biomedicine,NC13.0,related-to,85.07,Aṭikkaṭi Nikaẕum Muṉpakka Tōḷporuttu Muṉ Vilakal,Dislocation of shoulder joint,hin_Deva,Aṭṭikkaṭi nika ācāmuru Mu ́ pakka Tō ́ poruttu Mu ́ vilakal.Recurrent anterior dislocation of shoulder joint,87.75
NAMASTE-Siddha,SBA1.5.3,ICD-11 MMS 2024-01 Biomedicine,NC13.0,related-to,93.05,Tōḷporuttu Piṉ Vilakal,Dislocation of shoulder joint,hin_Deva,Posterior dislocation of shoulder joint,88.3
NAMASTE-Siddha,SBA1.5.4,ICD-11 MMS 2024-01 Biomedicine,NC13.0,related-to,87.73,Tōḷporuttu Kīẕ Vilakal,Dislocation of shoulder joint,hin_Deva,Tōporuttu Kī Mahatru Vilakal. inferior dislocation of shoulder joint,90.5
NAMASTE-Siddha,SBA1.6,ICD-11 MMS 2024-01 Biomedicine,XK6J,related-to,84.26,Puya Elumpiṉ Mēlmuṉai Muṟivukaḷ,Proximal,hin_Deva,Puya Elumpi Mēlmu Muai Muivuka Proximal humeral fracture,93.57
NAMASTE-Siddha,SBA2.1,ICD-11 MMS 2024-01 Biomedicine,XA4RN8,related-to,85.48,Puya Elumpiṉ Taṇṭup Pakuti Muṟivukaḷ,Shaft of the humerus,hin_Deva,Puya Elumpi Taṇṭup Pakuti Muivuka Fracture of the shaft of the humerus,96.82
NAMASTE-Siddha,SBA3.2,ICD-11 MMS 2024-01 Biomedicine,XA69H4,related-to,84.26,Muẕaṅkaimūṭṭu Vilakal,Elbow joint,hin_Deva,Mu aṣṭhava ṅkaimūṭṭu vilakal.Dislocation of the elbow joint,86.69
NAMASTE-Siddha,SBA3.4,ICD-11 MMS 2024-01 Biomedicine,NC32.0,related-to,80.85,Irattiṉi Elumpiṉ Mēl - Muṉai Muṟivukaḷ,Fracture of upper end of ulna,hin_Deva,Iratti koi elumpi koi Mēl-Muai Muivuka. fracture of proximal end of ulna,91.74
NAMASTE-Siddha,SBA4,ICD-11 MMS 2024-01 Biomedicine,XA7WB0,related-to,81.0,Muẕaṅkai Kāyaṅkaḷ,Forearm,hin_Deva,Mu Āchitāvakaikai Kāyaṇaka.Injuries of the forearm,79.96
NAMASTE-Siddha,SBA4.2,ICD-11 MMS 2024-01 Biomedicine,NC32.2,related-to,81.09,Ārai Elumputtaṇṭu Muṟivu,Fracture of shaft of ulna,hin_Deva,Ārai Elumputtaṇṭu Muivu.Fracture of the radial shaft,98.39
NAMASTE-Siddha,SBA4.3,ICD-11 MMS 2024-01 Biomedicine,NC32.2,related-to,87.96,Irattiṉi Elumputtaṇṭu Muṟivu,Fracture of shaft of ulna,hin_Deva,Iratti koi Elumputtaan thu Muivu.Fracture of shaft of ulna,91.03
NAMASTE-Siddha,SBA5,ICD-11 MMS 2024-01 Biomedicine,XA2J63,related-to,85.17,Maṇikkaṭṭu Kāyaṅkaḷ,Wrist,hin_Deva,Maṇikkāṭṭu Kāyaṇka.Injuries of the wrist,98.91
NAMASTE-Siddha,SBA5.1,ICD-11 MMS 2024-01 Biomedicine,NC53.0,related-to,81.64,Paṭaku Elumpu Muṟivu,fracture of scaphoid,hin_Deva,Paṭaku Elumpu Muivu. scaphoid fracture :,97.75
NAMASTE-Siddha,SBB1.1,ICD-11 MMS 2024-01 Biomedicine,NC73.0,related-to,86.2,Iṭuppup Poruttu Vilakal,Dislocation of hip,hin_Deva,Iṭuppu Poruttu Vilakal.Dislocation of the hip joint,99.07
NAMASTE-Siddha,SBB1.3,ICD-11 MMS 2024-01 Biomedicine,NC72.2,related-to,84.3,Toṭai Elumpiṉ Kaẕuttuppakuti Muṟivu,Fracture of neck of femur,hin_Deva,Toṭai Elumpi Ka Kāṭhivuttuppakuti Muivu.Fracture of the neck of the femur,92.15
NAMASTE-Siddha,SBB1.4,ICD-11 MMS 2024-01 Biomedicine,XK6J,related-to,85.69,Toṭai Elumpiṉ Mēl Muṉai Muṟivukaḷ,Proximal,hin_Deva,Toṭai Elumpi Mēl Muāi Muivuka Proximal femur fractures,95.83
NAMASTE-Siddha,SBB2,ICD-11 MMS 2024-01 Biomedicine,XA5S78,related-to,85.21,Toṭai Kāyaṅkaḷ,Thigh,hin_Deva,Toṭai Kāyaṅka | Injuries of the thigh,98.76
NAMASTE-Siddha,SBB2.1,ICD-11 MMS 2024-01 Biomedicine,NC72.5,related-to,85.74,Toṭai Elumpu Taṇṭu Muṟivu,Fracture of shaft of femur,hin_Deva,Toṭai Elumpu Taṇṭu Muivu.Fracture of the shaft of the femur,97.93
NAMASTE-Siddha,SBB3.2,ICD-11 MMS 2024-01 Biomedicine,XA4T36,related-to,86.51,Ciraṭṭai Elumpu Muṟivukaḷ,Patella,hin_Deva,Ciraṭṭai Elumpu Muivuka. fracture of the patella,96.17
NAMASTE-Siddha,SBB3.3,ICD-11 MMS 2024-01 Biomedicine,NC93.1,related-to,89.56,Ciraṭṭai Vilakal,Dislocation of patella,hin_Deva,Ciraṭṭai Vilakal.Dislocation of Patella,97.45
NAMASTE-Siddha,SBB3.4,ICD-11 MMS 2024-01 Biomedicine,NC93.2,related-to,83.28,Muẕaṅkāl Muṭṭu Vilakal,Dislocation of knee,hin_Deva,Mu Śaṃkāl Muṭṭu Vilakal.Dislocation of the knee,90.56
NAMASTE-Siddha,SBB3.5,ICD-11 MMS 2024-01 Biomedicine,XK6J,related-to,84.31,Naḷaka Elumpiṉ Mēlmuṉai Muṟivukaḷ,Proximal,hin_Deva,Naaka Elumpi Mlmuai Muivuka Proximal tibial fracture,92.62
NAMASTE-Siddha,SBB6.1,ICD-11 MMS 2024-01 Biomedicine,ND13.7,related-to,85.98,Kaṉavi Elumpu Muṟivu,Fracture of cuboid bone,hin_Deva,Ka khuavi Elumpu Mu ̃ ivu.Fracture of cuboid bone,89.34
NAMASTE-Siddha,SBB6.2,ICD-11 MMS 2024-01 Biomedicine,ND13.B,related-to,89.09,Navvi Elumpu Muṟivu,fracture of navicular,hin_Deva,Navvi Elumpu Muivu.Fracture of navicular bone,97.97
NAMASTE-Siddha,SBB6.3,ICD-11 MMS 2024-01 Biomedicine,NC53.1,related-to,83.11,Kīlavi Elumpu Muṟivu,Fracture of cuneiform bone of wrist,hin_Deva,Kīlavi Elumpu Muivu.Fracture of cuneiform bone,98.01
NAMASTE-Siddha,SBB6.4,ICD-11 MMS 2024-01 Biomedicine,ND13.3,related-to,89.79,Paṭaṅkāl Elumpu Muṟivu,Fracture of metatarsal bone,hin_Deva,Paṭaṅkāl Elumpu Muivu.Fracture of metatarsal bone,98.21
NAMASTE-Siddha,SBC,ICD-11 MMS 2024-01 Biomedicine,XA4S38,related-to,86.61,Accu Elumpu Kāyaṅkaḷ,Axial skeleton,hin_Deva,Accu Elumpu Kya ̄ ka ̄ | Injuries of axial skeleton,94.05
NAMASTE-Siddha,SBC1.1,ICD-11 MMS 2024-01 Biomedicine,ME84.0,related-to,78.38,Kaẕuttu Naṭṭellu Kāyaṅkaḷ,Cervical spine pain,hin_Deva,Ka achituttu Naṭṭellu Kāyaṇka. injuries of cervical spine,81.53
NAMASTE-Siddha,SBC2.1,ICD-11 MMS 2024-01 Biomedicine,NA82.0,related-to,89.37,Mutuku Naṭṭellu Muṟivu,fracture of thoracic spine,hin_Deva,Mutuku Naṭṭellu Muivu. fracture of thoracic spine,98.26
NAMASTE-Siddha,SBC2.2,ICD-11 MMS 2024-01 Biomedicine,NA82.0,related-to,89.16,Kūkai Elumpu Muṟivu,fracture of thoracic spine,hin_Deva,Kūkai Elumpu Muivu.Fracture of thoracic spine T5-T6,98.36
NAMASTE-Siddha,SBC2.3,ICD-11 MMS 2024-01 Biomedicine,NA82,related-to,76.64,Tilai Elumpu Muṟivu,Fracture of scapula,hin_Deva,Tilai Elumpu Muivu.Fracture of upper thoracic spine,98.21
NAMASTE-Siddha,SBC2.4,ICD-11 MMS 2024-01 Biomedicine,ND50,related-to,78.39,Eẕuntayiru Muḷḷelumpu Kāyam,Sequelae of fracture of spine,hin_Deva,Echituntayiru Muuuuulumpu Kāyam. fracture of T12 spine,87.59
NAMASTE-Siddha,SBC2.5,ICD-11 MMS 2024-01 Biomedicine,NB52.0,related-to,83.23,Tārai Elumpu Muṟivu,fracture of lumbar spine NOS,hin_Deva,Tārai Elumpu Muivu.Fracture of the lumbar spine,97.97
NAMASTE-Siddha,SBC2.6,ICD-11 MMS 2024-01 Biomedicine,XJ5V7,related-to,84.69,Puttelumpu Muṟivu,Transverse fracture,hin_Deva,Puttelumpu Muivu. fracture of transverse process,97.88
NAMASTE-Siddha,SBC3,ICD-11 MMS 2024-01 Biomedicine,XA8Y23,related-to,86.06,Kūpaka Kāyaṅkaḷ,Pelvis,hin_Deva,Kupaka Kyaika. injuries of the pelvis,87.52
NAMASTE-Siddha,SBC3.1,ICD-11 MMS 2024-01 Biomedicine,NB52.13,related-to,85.18,Iṭuppukkuẕi Muṟivukaḷ,acetabulum fracture,hin_Deva,Iṭuppukku tahittamu Muivuka. fracture of acetabulum,86.59
NAMASTE-Siddha,SBC3.2,ICD-11 MMS 2024-01 Biomedicine,XA14W3,related-to,84.09,Mūṇāra Muṟivukaḷ,Sacrum,hin_Deva,Mūṇāra Muivuka.Fracture of Sacrum,96.09
NAMASTE-Siddha,SBC3.3,ICD-11 MMS 2024-01 Biomedicine,NB52.11,related-to,83.85,Kuẕippūṭṭu Taḷḷelumpu Muṟivukaḷ,Fracture of coccyx,hin_Deva,Kuhilippu Tahelumpu Muivuka Fracture of the coccyx,87.94
NAMASTE-Siddha,SBC3.5,ICD-11 MMS 2024-01 Biomedicine,XA0892,related-to,85.85,Pūṇelumpiṉ Mēlelumpu Muṟivu,Costovertebral joint,hin_Deva,Pūṇelumpi Mēlaylumpu Muivu. fracture of the upper thoracic T1-T7 costovertebral joint,96.13
NAMASTE-Siddha,SBC4,ICD-11 MMS 2024-01 Biomedicine,XA6NB3,related-to,85.06,Neñcelumpu Kāyaṅkaḷ,Sternum,hin_Deva,Neencelumpu Kyaika. injuries of the sternum,83.99
NAMASTE-Siddha,SBC4.1,ICD-11 MMS 2024-01 Biomedicine,NA82.2,related-to,86.54,Tuṭi Elumpu Muṟivu,fracture of manubrium,hin_Deva,Tuṭi Elumpu Muivu. fracture of the manubrium of sternum,97.84
NAMASTE-Siddha,SBD,ICD-11 MMS 2024-01 Biomedicine,XA20Q1,related-to,84.08,Talaik Kāyaṅkaḷ,Head,hin_Deva,Talaik Kya ̄ ka ̄. Head Injuries,91.7
NAMASTE-Siddha,SBD1.2,ICD-11 MMS 2024-01 Biomedicine,XA8E16,related-to,83.71,Mūkku Elumpu Muṟivu,Nasal bone,hin_Deva,Mūkku Elumpu Muivu. nasal bone fracture,97.7
NAMASTE-Siddha,TBA,ICD-11 MMS 2024-01 Biomedicine,1C12,related-to,93.06,Vaḷi,Whooping cough,hin_Deva,Whooping cough classified under vali,93.79
NAMASTE-Siddha,TC,ICD-11 MMS 2024-01 Biomedicine,ME10.1,related-to,88.24,Kāmālai,jaundice,hin_Deva,Kāmālai.Jaundice of children,100.0
NAMASTE-Siddha,TD,ICD-11 MMS 2024-01 Biomedicine,MD33,related-to,77.09,Kaṇam,Respiratory arrest,hin_Deva,Kaṇam.Respiratory syndrome of children,100.0
NAMASTE-Siddha,TDA,ICD-11 MMS 2024-01 Biomedicine,12,related-to,80.31,Vaḷi,Diseases of the respiratory system,hin_Deva,Respiratory diseases of children classified under Vali,94.23
NAMASTE-Siddha,TDB1.2,ICD-11 MMS 2024-01 Biomedicine,XS25,related-to,92.33,Nīrkkaṇam,Severe,hin_Deva,Severe dehydration with fever,92.82
NAMASTE-Siddha,TDB1.3,ICD-11 MMS 2024-01 Biomedicine,8A05,related-to,78.18,Kottippukkaṇam,Tic disorders,hin_Deva,Kottippukkaṇam.respiratory disorders with,100.0
NAMASTE-Siddha,TDB1.4,ICD-11 MMS 2024-01 Biomedicine,1D65,related-to,75.49,Antakkkaṇam,Severe acute respiratory syndrome,hin_Deva,Antakkanam.Respiratory disorders with severe fever,99.13
NAMASTE-Siddha,TDB1.7,ICD-11 MMS 2024-01 Biomedicine,ME05.1,related-to,86.4,Nīrāmakkaṇam,Diarrhoea,hin_Deva,Nīrāmakkaṇam.Respiratory disorders with severe fever and diarrhoea,99.33
NAMASTE-Siddha,TDB1.8,ICD-11 MMS 2024-01 Biomedicine,ME05.0,related-to,86.86,Mukkukkaṇam,Constipation,hin_Deva,Mukkukkaṇām.Respiratory disorders with constipation,100.0
NAMASTE-Siddha,TDB1.9,ICD-11 MMS 2024-01 Biomedicine,DA03.0,related-to,87.81,Irattakkaṇam,Glossitis,hin_Deva,Irattakkaṇam.Glossitis with severe reddish coating,100.0
NAMASTE-Siddha,TDC1.5,ICD-11 MMS 2024-01 Biomedicine,MG29,related-to,84.57,Ūtu Kaṇam,Oedema,hin_Deva,Respiratory disorders with oedema,93.04
