source_code,source_display,translated_text,back_sim,cand1_code,cand1_label,cand1_score,cand2_code,cand2_label,cand2_score,cand3_code,cand3_label,cand3_score,cand4_code,cand4_label,cand4_score,cand5_code,cand5_label,cand5_score,suggested_relationship,final_score,curator_id,comment
301,300,300. nasal ulcers,100.0,XA8E16,Nasal bone,73.2,9D42.22,Nasal step,73.2,NA02.3,fracture of nasal septum,67.36,SC91,Nasal sinusitis disorder (TM1),66.59,CA0E,Hypertrophy of nasal mucous membrane,66.25,related-to,73.2,,
302,301,301. nasal irritation,100.0,9D42.22,Nasal step,72.62,XA8E16,Nasal bone,71.14,XA43C9,Nasal cavity,70.77,XA4CN5,Nasal mucosa,69.51,CA0J,Nasal polyp,69.32,review,51.77,,
302,301,301. nasal irritation,100.0,9D42.22,Nasal step,72.62,XA8E16,Nasal bone,71.14,XA43C9,Nasal cavity,70.77,XA4CN5,Nasal mucosa,69.51,CA0J,Nasal polyp,69.32,related-to,72.62,,
303,302,302. nasal myiasis,100.0,1G01,Myiasis,86.2,XA8E16,Nasal bone,71.49,9D42.22,Nasal step,71.49,CA0J,Nasal polyp,71.15,1G01.1,Nasopharyngeal myiasis,67.5,review,66.76,,
305,304,304. nasal trauma,100.0,9D42.22,Nasal step,73.2,XA8E16,Nasal bone,71.64,ND57,Secondary effect of trauma,71.03,9C61.29,Glaucoma due to eye trauma,69.21,FB81.3,"Osteonecrosis due to trauma, radius",68.55,review,66.59,,
305,304,304. nasal trauma,100.0,9D42.22,Nasal step,73.2,XA8E16,Nasal bone,71.64,ND57,Secondary effect of trauma,71.03,9C61.29,Glaucoma due to eye trauma,69.21,FB81.3,"Osteonecrosis due to trauma, radius",68.55,related-to,73.2,,
307,306,306.Nasal polyps,100.0,CA0J,Nasal polyp,81.28,XA8E16,Nasal bone,73.2,9D42.22,Nasal step,73.2,XH6CZ4,Multiple adenomatous polyps,69.42,DA98,Polyps of small intestine,68.72,review,64.74,,
310,309,309.Rhinitis sicca,100.0,CA09.0,rhinitis,91.8,CA08,rhinitis NOS,79.73,SC90,Allergic rhinitis disorder (TM1),71.82,CA09,"Chronic rhinitis, nasopharyngitis or pharyngitis",71.25,CA08.00,Allergic rhinitis due to pollen,70.93,related-to,71.82,,
315,314,314.Acute rhinitis,100.0,XT5R,Acute,90.69,CA09.0,rhinitis,83.56,CA08,rhinitis NOS,77.59,CA08.00,Allergic rhinitis due to pollen,72.35,SC90,Allergic rhinitis disorder (TM1),72.12,related-to,72.12,,
316,315,315.Chronic rhinitis,100.0,CA09.0,Chronic rhinitis,94.75,XT8W,Chronic,91.17,CA09,"Chronic rhinitis, nasopharyngitis or pharyngitis",81.19,CA08,rhinitis NOS,78.92,SC90,Allergic rhinitis disorder (TM1),70.06,related-to,70.06,,
317,316,316.Atrophic rhinitis,100.0,CA09.0,atrophic rhinitis,94.91,CA08,rhinitis NOS,78.04,CA08.2,Mixed rhinitis,77.2,GA30.2,atrophic vaginitis,76.74,CA09,"Chronic rhinitis, nasopharyngitis or pharyngitis",69.76,review,54.86,,
318,317,317.Hypertrophic rhinitis,100.0,CA09.0,hypertrophic rhinitis,94.78,EE60.1,Hypertrophic scar,77.78,CA08,rhinitis NOS,76.99,CA08.2,Mixed rhinitis,76.02,8E41.1,Idiopathic hypertrophic pachymeningitis,74.44,review,50.48,,
324,323,323.Desquamation of language,90.23,XC4A,Language utterances,56.19,6E60.0,"A syndrome that involves significant features related to speech or language development that do not fulfill the diagnostic requirements of any of the specific developmental speech or language disorders that is judged to be a direct pathophysiological consequence of a health condition not classified under mental and behavioural disorders, based on evidence from the history, physical examination, or laboratory findings. Possible etiologies include a disease of the nervous system, sensory impairment, brain injury or infection.",55.4,6A01.2,"Developmental language disorder is characterised by persistent deficits in the acquisition, understanding, production or use of language (spoken or signed), that arise during the developmental period, typically during early childhood, and cause significant limitations in the individual’s ability to communicate. The individual’s ability to understand, produce or use language is markedly below what would be expected given the individual’s age. The language deficits are not explained by another neurodevelopmental disorder or a sensory impairment or neurological condition, including the effects of brain injury or infection.",55.35,,,,,,,review,56.19,,
33,32,Insomnia due to dryness,94.66,7A01,Acute insomnia,76.46,SD84,Insomnia disorder (TM1),70.5,7A00,Chronic insomnia,63.85,8E02.2,"A disease of the brain, caused by inheritance of mutation(s) of normal prion protein genes. This disease is characterised by severe insomnia and autonomic system dysfunction, and is fatal. Confirmation is by pathological examination of the brain and genetic testing.",54.74,,,,related-to,70.5,,
331,330,330.Fissures of language,88.53,6E60.0,Secondary speech or language syndrome,67.05,6A01.2,"Developmental language disorder is characterised by persistent deficits in the acquisition, understanding, production or use of language (spoken or signed), that arise during the developmental period, typically during early childhood, and cause significant limitations in the individual’s ability to communicate. The individual’s ability to understand, produce or use language is markedly below what would be expected given the individual’s age. The language deficits are not explained by another neurodevelopmental disorder or a sensory impairment or neurological condition, including the effects of brain injury or infection.",57.2,XC4A,Language utterances,56.37,,,,,,,review,67.05,,
332,331,331.Stomatitis / Thrush,100.0,1F05.0,Enteroviral vesicular stomatitis with exanthem,72.84,DA01.12,CUS - [chronic ulcerative stomatitis],72.4,XN9XS,Vesicular stomatitis virus,63.47,SB79,Thrush disorder (TM1),49.33,,,,related-to,72.84,,
333,332,332.Sanguineous stomatitis,100.0,1F05.0,Enteroviral vesicular stomatitis with exanthem,69.05,XN9XS,Vesicular stomatitis virus,61.8,DA01.12,CUS - [chronic ulcerative stomatitis],57.35,,,,,,,review,69.05,,
334,333,333. bilious stomatitis,100.0,DA01.12,CUS - [chronic ulcerative stomatitis],73.14,1F05.0,Enteroviral vesicular stomatitis with exanthem,72.49,XN9XS,Vesicular stomatitis virus,65.66,KD3C.0,Bilious vomiting of newborn,55.94,,,,related-to,73.14,,
335,334,334.Phlegmatic stomatitis,100.0,1F05.0,Enteroviral vesicular stomatitis with exanthem,69.96,DA01.12,Chronic ulcerative stomatitis,64.37,XN9XS,Vesicular stomatitis virus,57.52,,,,,,,review,69.96,,
336,335,335.Melancholic stomatitis,100.0,1F05.0,Enteroviral vesicular stomatitis with exanthem,69.61,DA01.12,Chronic ulcerative stomatitis,60.88,XN9XS,Vesicular stomatitis virus,57.5,,,,,,,review,69.61,,
338,337,337.Dental plaque,100.0,DA0A.3,dental root,73.98,CB20,asbestos-induced pleural plaque,68.57,DA08.0,Acute dentine dental caries,67.79,MG30.61,Chronic dental pain associated with irreversible pulpitis,67.79,EA90.0,Chronic small plaque psoriasis,67.74,related-to,73.98,,
34,33,Insomnia due to moisture,83.28,7A01,Acute insomnia,76.31,7A00,Chronic insomnia,73.69,SD84,Insomnia disorder (TM1),72.83,XE8HD,Moisture or humidity problem,56.18,8E02.2,"A disease of the brain, caused by inheritance of mutation(s) of normal prion protein genes. This disease is characterised by severe insomnia and autonomic system dysfunction, and is fatal. Confirmation is by pathological examination of the brain and genetic testing.",54.04,related-to,72.83,,
340,339,339.Dry language,82.43,6A01.2,specific language impairment,74.36,6E60.0,Secondary speech or language syndrome,73.16,XC4A,Language utterances,62.84,XE8AE,Dry cell battery,43.65,XM14Q1,Rhubarb dry extract,40.57,related-to,74.36,,
349,348,348.Ulcers of the Lips,97.02,DA01.15,Mouth ulcers,72.84,DA00,A group of any derangement or condition affecting the normal structure and function of the lips resulting from developmental or traumatic factors or systemic disease.,72.54,DA00.2,"This is an abnormality in the material that changes the colour of reflected or transmitted light as the result of wavelength-selective absorption, of the lips.",72.1,XA8JD4,Lip,58.09,,,,related-to,72.84,,
352,351,351.Trembling of the Lips,97.11,DA00,A group of any derangement or condition affecting the normal structure and function of the lips resulting from developmental or traumatic factors or systemic disease.,70.44,DA00.2,"This is an abnormality in the material that changes the colour of reflected or transmitted light as the result of wavelength-selective absorption, of the lips.",70.17,,,,,,,,,,related-to,70.44,,
353,352,352.Chapped Lips,100.0,DA00.2,Pigmentary abnormalities of lips,61.64,XA8JD4,Lip,60.86,DA00,A group of any derangement or condition affecting the normal structure and function of the lips resulting from developmental or traumatic factors or systemic disease.,49.02,,,,,,,review,61.64,,
355,354,354.Cracked Lips,100.0,XE38M,Crack,72.58,DA00.2,Pigmentary abnormalities of lips,61.8,XA8JD4,Lip,51.55,DA00,A group of any derangement or condition affecting the normal structure and function of the lips resulting from developmental or traumatic factors or systemic disease.,49.02,,,,related-to,72.58,,
356,355,355.Follicular stomatitis,100.0,2A80,follicular lymphoma with or without diffuse areas,71.06,XH6RN1,"Malignant lymphoma, centroblastic, follicular",70.7,9A60.1,"Chronic follicular conjunctivitis, toxic",70.65,1F05.0,Enteroviral vesicular stomatitis with exanthem,70.37,XH0LK1,"Malignant lymphoma, centroblastic-centrocytic, follicular",70.06,related-to,71.06,,
369,368,368.Dental anesthesia,97.2,DA0A.3,dental root,74.74,DA08.0,Dental decay,73.37,XM0FJ3,Anesthesia regional,71.1,XM0D14,Anesthesia rectal local,68.54,MG30.61,Chronic dental pain associated with irreversible pulpitis,65.55,related-to,74.74,,
371,370,370. tooth worm,100.0,DA0E.3,Displacement of tooth or teeth,68.55,DA07.3,disturbance of tooth formation,68.55,DA08.3,"Nontraumatic fracture of crown of tooth, enamel and dentin, with pulp exposure",67.95,NA0D.11,"An injury to the tooth-supporting structures with abnormal loosening, but without displacement of the tooth.",67.07,NA0D.12,"Peripheral dislocation, partial avulsion. Partial displacement of the tooth out of its socket.",67.06,review,68.55,,
373,372,372. bleeding gums,100.0,DA26.00,BOV - [bleeding oesophageal varices],73.72,GA21.0,bleeding after intercourse,73.1,GA21,Nonmenstrual bleeding disorders,72.36,DA26.01,Oesophageal varices without bleeding in schistosomiasis,71.68,ME24.A0,OGIB - [obscure gastrointestinal bleeding],71.36,related-to,73.72,,
38,37,37.Forgetfulness due to heat and dryness,100.0,SD23,Forgetfulness disorder (TM1),74.19,NF01.0,"Elevation of core body temperature above 40.6 degrees centigrade due to environmental heat exposure and a failure of thermoregulation. This is a potentially fatal disorder, particularly in infants and children.",68.63,XE00Z,Exposure to excessive heat,67.13,SA84,Lung heat disorder (TM1),66.71,NF01,Effects of heat,66.31,related-to,74.19,,
38,37,37.Forgetfulness due to heat and dryness,100.0,SD23,Forgetfulness disorder (TM1),74.19,NF01.0,"Elevation of core body temperature above 40.6 degrees centigrade due to environmental heat exposure and a failure of thermoregulation. This is a potentially fatal disorder, particularly in infants and children.",68.63,XE00Z,Exposure to excessive heat,67.13,SA84,Lung heat disorder (TM1),66.71,NF01,Effects of heat,66.31,related-to,74.19,,
380,379,379.Gingival abscess,100.0,DA0C.4,Gingival abscess,94.75,9A01.1,lid abscess,80.08,DB70.00,Anal abscess,79.5,DA09.2,Pulp abscess,78.19,DA09.62,apex abscess,78.04,review,69.18,,
386,385,385.Retropharyngeal abscess,100.0,CA0K.1,retropharyngeal abscess,94.44,CA0K.0,Retropharyngeal abscess,94.44,XA9P89,Retropharyngeal recess,79.97,DC50.2,Peritoneal abscess,77.4,GC02.0,Urethral abscess,77.29,review,51.6,,
390,389,389. bilious uvulitis,100.0,KD3C.0,Bilious vomiting of newborn,54.14,,,,,,,,,,,,,review,54.14,,
393,392,392.Catarrhal uvulitis,100.0,DA0B.1,Catarrhal gingivitis,70.69,XE4V0,Cat,63.14,XM4C94,Tar,60.92,,,,,,,related-to,70.69,,
403,402,402.Pharingeal pain,95.37,XS5B,No pain,77.11,MD81,Spinal pain,75.38,ME84,Spinal pain,75.38,GA34.01,Perineal pain,74.25,VV12,aching pain,73.71,review,63.16,,
405,404,404.Cervicobrachial neuralgia,100.0,XK62,Brachial,69.14,8B82.0,infraorbital neuralgia,65.23,XE9X2,Cobra,63.94,,,,,,,review,69.14,,
418,417,417. voice disorder,100.0,VV20,Functions involved in production of voice,64.72,MA82,"Voice disturbances include dysphonia, aphonia, hypernasality and hyponasality, and other voice disturbances.",64.21,,,,,,,,,,review,64.72,,
421,420,420.Low pitched voice,100.0,XM16M2,Pitch,68.88,,,,,,,,,,,,,review,68.88,,
422,421,421.High pitched voice,100.0,XM16M2,Pitch,65.64,,,,,,,,,,,,,review,65.64,,
423,422,422. rumbling voice,100.0,VV20,Functions involved in production of voice,63.98,MA82,"Voice disturbances include dysphonia, aphonia, hypernasality and hyponasality, and other voice disturbances.",62.93,,,,,,,,,,review,63.98,,
424,423,423. vibrating voice,100.0,VV20,Functions involved in quality of voice,63.49,MA82,"Voice disturbances include dysphonia, aphonia, hypernasality and hyponasality, and other voice disturbances.",62.68,XM1NS5,Tin,59.29,,,,,,,review,63.49,,
431,430,430.Shallow breathing,100.0,MD11.8,Mouth breathing,72.46,MD11.2,An irregular breathing pattern that usually progresses to complete apnoea.,69.77,MD11,"Abnormalities of breathing includes dyspnoea, stridor, wheezing, periodic breathing, hyperventilation, mouth breathing, hiccough, sneezing, and other abnormalities of breathing.",69.24,MD30.0,breathing painful,62.6,XE8NX,Exposure to threat to breathing,59.08,related-to,72.46,,
434,433,433. short respiration,100.0,XE8RE,Short fill,72.51,LD24.B0,"Short rib-polydactyly syndrome, Majewski type",64.25,MG44.14,"Short stature, not elsewhere classified",63.93,MG44.12,"Short stature, not elsewhere classified",63.93,KB89.1,SBS - [short bowel syndrome] in neonate,63.4,related-to,72.51,,
436,435,435.Double respiration,100.0,LD52.1,double y syndrome,54.48,,,,,,,,,,,,,review,54.48,,
441,440,440.Interrupted respiration,100.0,LA8B.22,IAA type A - [interrupted aortic arch type A],72.08,,,,,,,,,,,,,related-to,72.08,,
443,442,442.impaired respiration,100.0,5A40.1,Impaired glucose tolerance without complication,68.37,5A40.0,Impaired glucose tolerance is a metabolic disorder with FPG 110–125 mg/dl (6.1–6.9 mmol/l).,67.21,MB21.8,Impaired judgment,61.69,MB21.6,Impaired abstract thinking,60.61,MB21.7,Impaired executive functioning,56.19,review,68.37,,
445,444,444.Impaired respiration,100.0,5A40.1,Impaired glucose tolerance without complication,68.37,5A40.0,Impaired glucose tolerance is a metabolic disorder with FPG 110–125 mg/dl (6.1–6.9 mmol/l).,67.21,MB21.8,Impaired judgment,61.69,MB21.6,Impaired abstract thinking,60.61,MB21.7,Impaired executive functioning,56.19,review,68.37,,
458,457,457.Cough / Bronchitis,100.0,MD12,Cough,90.5,CA20,Bronchitis,84.5,CA20.11,Mucopurulent chronic bronchitis,74.75,CA42,Mucopurulent chronic bronchitis,74.75,CA20.1,chronic: emphysematous bronchitis,73.81,review,64.26,,
459,458,458.Epidemic cough,100.0,MD12,Cough,75.5,1D84.1,ehc - epidemic haemorrhagic conjunctivitis,72.13,9A60.33,Acute epidemic conjunctivitis,71.41,1D83,epidemic benign dry pleurisy,70.65,SA70,Cough with dyspnea disorder (TM1),65.1,review,65.1,,
460,459,459.Infantile cough,100.0,MD12,Cough,75.5,ED80.6,Infantile acne,73.58,2E81.21,Multifocal infantile haemangioma,73.02,9B10.1,Infantile or juvenile cataract,72.33,XH6TQ7,Desmoplastic infantile ganglioglioma,72.29,related-to,71.6,,
463,462,462.Productive cough,100.0,MD12,Cough,84.94,SA70,Cough with dyspnea disorder (TM1),62.39,CA23.22,Cough variant asthma is an occult form of asthma in which the only sign or symptom is chronic cough.,62.04,1C12,Whooping cough,53.39,XM1MJ1,Cough mixture expectorants,48.95,review,62.39,,
476,475,475.Pseudo phthisis,100.0,5A70.2,Alcohol-induced pseudo-Cushing syndrome,66.87,9C22.1,Phthisis bulbi,66.01,DB32.0,Chronic pseudo-obstruction of colon,65.9,,,,,,,review,66.87,,
48,47,47. lycanthropy,100.0,XE4YS,Ant,67.61,,,,,,,,,,,,,review,67.61,,
485,484,484.Eruptions on the lungs,97.13,XA57M6,Lung,60.35,XA3EB8,Lymphatic vessel of the lungs,58.1,,,,,,,,,,review,60.35,,
492,491,491.Empyema thoracis,100.0,XA3G64,Transversus thoracis muscle,56.07,XA1HX3,Transversus thoracis tendon,55.84,,,,,,,,,,review,56.07,,
513,512,512.Palpitation due to gases and vapours,100.0,CA81.0,"This is an inflammation of the mucous membranes of the bronchi (the larger and medium-sized airways that carry airflow from the trachea into the more distal parts of the lung parenchyma) and inflammation of lung tissue, due to chemicals, gases, fumes and vapours.",74.8,CA81.1,"Pulmonary oedema due to chemicals, gases, fumes or vapours",64.59,,,,,,,,,,related-to,74.8,,
514,513,513.Palpitation due to obstruction,100.0,XE93N,Optical obstruction,77.69,DA50.0,duodenal obstruction,76.88,GC01.0,vesical obstruction,76.35,DC10.02,bile duct obstruction,75.8,XE3GX,Obstruction of flow,75.71,review,58.23,,
52,51,51.Synanthropy,93.62,XE4YS,Ant,65.39,,,,,,,,,,,,,review,65.39,,
530,529,529.Fainting due to poisoning,100.0,8D43.5,Cassava poisoning,73.18,,,,,,,,,,,,,related-to,73.18,,
541,540,540.Sensation of upward pulling of heart,100.0,XA6H07,Heart,86.5,SF68,Heart fire flaming upward pattern (TM1),60.68,,,,,,,,,,review,60.68,,
55,54,54.Vertigo and giddiness,100.0,MB48.0,Vertigo,90.78,AB34.1,Aural vertigo,73.79,MB48.00,central vertigo,71.97,MB48,Dizziness and giddiness,69.4,SD22,Vertigo disorder (TM1),55.17,review,55.17,,
552,551,551. atrial flutter,100.0,BC81.32,Permanent atrial fibrillation,69.04,BC81.0,FART - [focal atrial reentry tachycardia],68.44,BC81.33,Preexcited atrial fibrillation,68.08,BC81.31,Persistent atrial fibrillation,68.08,BC60,premature atrial contraction,67.99,review,69.04,,
556,555,555.Heart block,100.0,XA6H07,Heart,91.06,BC80.21,Sino-auricular heart block,80.39,XA6CK2,Heart wall,73.4,XM85Q7,Citanest plexus nerve block,68.43,XM6585,Ethocaine plexus nerve block,68.05,review,65.84,,
56,55,55.Sanguineous vertigo and giddiness,100.0,MB48.0,Vertigo,87.27,MB48,Dizziness and giddiness,77.25,AB34.1,Aural vertigo,73.96,MB48.00,central vertigo,71.31,SD22,Vertigo disorder (TM1),67.96,review,67.96,,
57,56,Phlegmatic vertigo and giddiness,95.12,MB48.0,Vertigo,87.43,AB34.1,Aural vertigo,74.19,MB48.00,central vertigo,73.34,SD22,Vertigo disorder (TM1),69.45,MB48,Dizziness and giddiness,68.94,review,69.45,,
573,572,572.Patent ductus arteriosus,100.0,XE14D,Tent,63.54,,,,,,,,,,,,,review,63.54,,
579,578,578.Syphilitic aortitis,98.13,1B41.10,Rheumatic aortitis,63.42,,,,,,,,,,,,,review,63.42,,
58,57,57.Bilious vertigo and giddiness,96.35,MB48.0,Vertigo,87.43,AB34.1,Aural vertigo,74.19,MB48.00,central vertigo,71.28,MB48,Dizziness and giddiness,69.56,SD22,Vertigo disorder (TM1),68.75,review,68.75,,
59,58,58.Melancholic vertigo and giddiness,100.0,MB48.0,Vertigo,87.27,MB48,Dizziness and giddiness,76.38,AB34.1,Aural vertigo,73.96,MB48.00,central vertigo,73.04,SD22,Vertigo disorder (TM1),67.96,review,67.96,,
60,59,Secondary vertigo and giddiness,94.97,MB48.0,Vertigo,87.48,FA25.1,Secondary gout,82.95,8A05.1,Secondary tics,82.84,1C1D.1,Secondary yaws,82.43,8A04.3,Secondary tremor,80.7,related-to,70.21,,
603,602,602.Delayed digestion,100.0,XT64,Delayed onset,75.74,MG44.10,Delayed milestone,73.64,XE3QU,Delayed alarm,72.95,SB81,Delayed menstruation disorder (TM1),71.58,FB80.9,"Delayed union of fracture, fingers",71.28,related-to,71.58,,
605,604,604.Indication,84.84,XE4V0,Cat,52.85,,,,,,,,,,,,,review,52.85,,
606,605,605.Indication,84.84,XE4V0,Cat,52.85,,,,,,,,,,,,,review,52.85,,
607,606,606.Food poisoning,100.0,SA54,Food retention disorder (TM1),67.2,8D43.5,Cassava poisoning,66.79,XE7SS,Lack of food,66.27,DA0E.4,"The forcible wedging of food between adjacent teeth during mastication, producing gingival recession and pocket formation.",61.93,XE3KH,Hot solid food,56.2,review,67.2,,
607,606,606.Food poisoning,100.0,SA54,Food retention disorder (TM1),67.2,8D43.5,Cassava poisoning,66.79,XE7SS,Lack of food,66.27,DA0E.4,"The forcible wedging of food between adjacent teeth during mastication, producing gingival recession and pocket formation.",61.93,XE3KH,Hot solid food,56.2,review,67.2,,
611,610,610.Perverted appetite,100.0,MG43.8,Decreased appetite,69.71,MG43.9,Increased appetite,64.34,9C84.23,Perverted nystagmus,61.16,,,,,,,review,69.71,,
613,612,612. canine appetite,100.0,MG43.8,Decreased appetite,66.1,MG43.9,Increased appetite,65.8,XA2LF2,Upper left canine,59.32,XA0LE1,Upper right canine,57.8,XA8P88,Lower left canine,55.0,review,66.1,,
628,627,627.Excessive Pandication,96.63,XE77H,"Problem associated with the device having a warming or heating function, producing excessive heat.",67.87,XE9C7,Excessive cooling,66.86,JA60,Excessive vomiting in pregnancy,63.28,MG43.6,Excessive weight gain,61.79,DA08.10,Excessive attrition of teeth,60.8,review,67.87,,
629,628,628.Flatus retention,100.0,MF50.3,bladder retention,67.53,XE14D,Tent,60.83,SA54,Food retention disorder (TM1),60.19,SC21,Vaginal flatus disorder (TM1),51.64,,,,review,60.19,,
629,628,628.Flatus retention,100.0,MF50.3,bladder retention,67.53,XE14D,Tent,60.83,SA54,Food retention disorder (TM1),60.19,SC21,Vaginal flatus disorder (TM1),51.64,,,,review,67.53,,
631,630,630.Vomiting associated with the disease of organ other than the stomach,98.32,GC42,"A condition affecting women, characterised by difficulties experienced in the sensations or function of the genital system during normal sexual activity. This condition is associated with abnormal displacement of the vagina, introitus, or pelvic floor tissues.",67.32,GC41,Any condition characterised by abnormal or absent function of the anus and rectum and dysfunctional defecation or flatus. These conditions are associated with abnormal displacement of one or more pelvic organs.,66.82,GC40.53,"A condition of the urinary system, caused by the incomplete emptying of urine from the bladder and an acontractile detrusor muscle. This condition is characterised by urinary incontinence and leakage of urine in small volumes. This condition may be associated with obstruction, weak bladder muscles, injury, pharmacological use, diabetes mellitus, nerve damage or nervous system dysfunction.",66.74,GC40.5,"A condition of the urinary system, caused by the abnormal displacement of one or more pelvic organs. This condition is characterised by the involuntary loss of urine. Confirmation is by urinalysis.",64.22,GC40.51,"A condition of the urinary system, caused by detrusor dysfunction. This condition is characterised by urinary incontinence that accompanies detrusor hyperreflexia when a specific bladder volume is reached, leakage of urine, lack of urge to urinate, or lack of awareness of bladder filling.",61.42,review,67.32,,
635,634,634.Retching,96.49,XA2C62,Chin,58.0,,,,,,,,,,,,,review,58.0,,
637,636,636.Persistent nausea,100.0,XT6Z,Persistent,92.01,MD90.0,Nausea,81.69,9A92,PPM - [persistent pupillary membranes],75.85,4B40.0,Persistent hyperplasia of thymus,73.52,GB42,Persistent proteinuria or albuminuria,73.44,related-to,72.5,,
65,64,Nightmare due to cold,94.38,7B01.2,nightmare,93.21,4A84.31,Cold-induced anaphylaxis is triggered by skin cooling. The deaths are directly caused by the anaphylactic reaction due to drowning when swimming in cold water.,73.07,XM88R8,Cold cream,68.82,EB01.1,Cold urticaria,66.99,KC22.1,Cold panniculitis of the newborn,66.9,review,54.58,,
650,649,649.Spasm of the stomach,96.48,MB47.3,spasm,90.22,XA7MC7,Stomach,86.98,XA1C53,Veins of stomach,77.06,DA41.1,acute postoperative dilatation of the stomach,76.57,ND73.2,Mechanical impaction or retention of foreign body in the stomach.,74.84,review,50.36,,
651,650,650.Hardening of the stomach,96.68,XA7MC7,Stomach,83.52,XA1C53,Veins of stomach,78.37,NB91.5,Injury of stomach,77.03,2E92.1,Adenoma of stomach,76.16,DA41.1,acute postoperative dilatation of the stomach,73.94,review,53.32,,
653,652,652.Perforation of the stomach,96.76,XA7MC7,Stomach,85.2,KB83,Postnatal gastric perforation is a spontaneous or traumatic penetration or hole of the wall of the stomach that occurs after birth. This is a rare and life-threatening condition in a neonate.,81.88,KB82,Prenatal gastric perforation is a perforation or hole of the wall of the stomach that occurs while the baby is in utero. This is a rare and life-threatening condition in a neonate.,81.69,NB91.52,"Laceration of stomach with perforation, avulsion or massive damage",80.81,NB91.53,Ingestion injury of stomach without perforation,80.66,review,51.15,,
656,655,655.Intrahepatic obstruction,100.0,DC10.02,extrahepatic biliary obstruction,74.16,DC11.7,Intrahepatic cholelithiasis with cholangitis,71.99,GB56.1,"Hydronephrosis with ureteral obstruction, acquired",71.09,GB56.3,"Hydronephrosis due to bladder obstruction, congenital",70.9,XE93N,Optical obstruction,70.56,related-to,74.16,,
661,660,660. bilious hepatitis,100.0,1E51.2,chronic viral hepatitis B with hepatitis D,72.28,1E50.1,posttransfusion viral hepatitis b,72.23,DB97.0,Idiopathic granulomatous hepatitis,72.13,KA62.9,Congenital Hepatitis B virus infection,72.05,DB96.0,Autoimmune hepatitis with cholestasis,72.02,related-to,72.28,,
67,66,66.Melancholic epilepsy,100.0,8A61.41,Progressive myoclonic epilepsy type 6,70.47,8A60.1,Epilepsy due to cerebrovascular disorders,67.76,8A60.5,"Epilepsy occurring in relation to a traumatic brain injury. Onset is more than 1 week following the trauma, with risk increasing with the severity of brain injury.",67.31,8A61.21,Petit mal epilepsy,65.52,8A61.30,Juvenile myoclonic epilepsy,62.06,related-to,70.47,,
671,670,670.Tearing of the liver,96.68,XA5DY0,Liver,84.78,NB91.1,Injury of liver,75.38,DB90.0,Abscess of liver,73.69,DB98,"Vascular disorders of the liver are conditions where the hepatic blood flow is deranged due to damage, malformation and obstruction of hepatic artery, portal vein and hepatic vein.",72.88,DB98.0,"Infarction of the liver is hepatic damage caused by limited blood supply to the liver due to obstruction or reduced blood flow of hepatic artery, portal vein or both.",72.62,review,51.99,,
672,671,671.Cirrhosis of the liver,96.77,XA5DY0,Liver,85.35,DB93.1,liver cirrhosis,84.82,DB95.10,"This is the chronic form of drug-induced liver injury characterised by interface hepatitis, bridging necrosis and fibrosis, with the development of cirrhosis.",81.21,DB94.3,Alcoholic cirrhosis of liver without hepatitis,79.82,DB93,Alcoholic cirrhosis of liver without hepatitis,79.82,review,50.88,,
675,674,674.Anaemia with hypoproteinaemia,97.38,KA8B,Anaemia of prematurity,70.75,3A70.0,Fanconi anaemia,70.32,3A70,Aplastic anaemia,69.0,3A01.30,Pernicious anaemia associated with other autoimmune disorders,68.71,2A30,Refractory anaemia,68.64,related-to,70.75,,
676,675,675.Impairment of sanguine,100.0,MC21,Impairment of electrophysiological functions,74.96,9D46,"Impairment of fusion, degree not specified",74.66,MC21.0,Profound impairment of electrooculogram,73.69,9D41,Ranges of visual field impairment refer to the extent of peripheral vision outside fixation. The extent should be measured for each eye separately.,72.24,LD2H.1,Neuropathy with hearing impairment is characterised by the association of sensorineural hearing impairment and peripheral demyelinating and predominantly sensory neuropathy.,72.08,related-to,74.96,,
687,686,686.Splenic abscess,100.0,3B81.71,splenic abscess,94.57,9A01.1,lid abscess,79.27,DB70.00,anus abscess,78.0,DA09.62,apex abscess,77.33,DA09.2,Pulp abscess,77.33,review,69.05,,
688,687,687. accumulation of gases in the spleen,100.0,XA7FU9,Spleen,84.73,SF79,Spleen deficiency with dampness accumulation pattern (TM1),63.94,,,,,,,,,,review,63.94,,
691,690,690. splenic calculus,100.0,XA0J33,Splenic vein,74.71,GB71.0,Calculus in diverticulum of bladder,69.89,GB71.1,Calculus of bowel segments for urinary diversion,68.9,DB98.4,"Splenic vein thrombosis is a condition where the splenic vein is obstructed, mainly by a blood clot or malignant tumour invasion.",66.42,XA4V38,Splenic plexus,65.6,related-to,74.71,,
692,691,691. splenic pain,100.0,XS5B,No pain,74.41,ME84.2,Loin pain,74.27,MD30.1,Rib pain,71.81,XA0J33,Splenic vein,71.65,ME84.0,neck pain,71.4,review,63.17,,
692,691,691. splenic pain,100.0,XS5B,No pain,74.41,ME84.2,Loin pain,74.27,MD30.1,Rib pain,71.81,XA0J33,Splenic vein,71.65,ME84.0,neck pain,71.4,related-to,74.41,,
