source_code,source_display,translated_text,back_sim,cand1_code,cand1_label,cand1_score,cand2_code,cand2_label,cand2_score,cand3_code,cand3_label,cand3_score,cand4_code,cand4_label,cand4_score,cand5_code,cand5_label,cand5_score,suggested_relationship,final_score,curator_id,comment
YF48,Uṇavuttōṭa Nañcu,Uṇavuttōṭa Nañcu.Toxic effects due to food poisoning,100.0,XE13E,Poisoning or toxic effect of exposure to substance,63.43,,,,,,,,,,,,,review,63.43,,
Z#16,Veṟi,Vei.Aggravated aiyam leading to Catatonia,98.65,MB45.2,Atonia,57.86,,,,,,,,,,,,,review,57.86,,
Z$12,Iratta Pittam,Iratta Pittam.Hypertension,100.0,DB98.7,Portal hypertension,74.83,BB01.0,heritable pulmonary arterial hypertension,74.53,JA22.0,Gestational proteinuria without hypertension,74.25,9C61.01,Ocular hypertension,73.3,JA23,gestational [pregnancy-induced] hypertension without significant proteinuria,72.98,related-to,74.83,,
Z$17,Karappāṉ Pittam,Karappā Pittaam Dermatitis,96.14,EK11,Occupational protein contact dermatitis,71.02,9A06.7,Eczematous blepharitis and contact dermatitis affecting the eyelids.,70.16,ED90.1,Childhood granulomatous periorificial dermatitis,69.83,EK00,Allergic contact dermatitis is an eczematous response provoked by a Type IV delayed immune reaction in the skin to a substance or substances to which the individual has previously been sensitized.,69.58,EA85.3,Dermatitis (eczema) involving predominantly the feet.,69.38,review,59.52,,
Z$17,Karappāṉ Pittam,Karappā Pittaam Dermatitis,96.14,EK11,Occupational protein contact dermatitis,71.02,9A06.7,Eczematous blepharitis and contact dermatitis affecting the eyelids.,70.16,ED90.1,Childhood granulomatous periorificial dermatitis,69.83,EK00,Allergic contact dermatitis is an eczematous response provoked by a Type IV delayed immune reaction in the skin to a substance or substances to which the individual has previously been sensitized.,69.58,EA85.3,Dermatitis (eczema) involving predominantly the feet.,69.38,related-to,71.02,,
Z$22,Tuṭi Pittam,Tuṭi Pittam. palpitation and tremors in the body parts,100.0,VW21,Caring for body parts,72.15,ND72.6,Asphyxia on mucous in bronchioles,63.69,NC52.10,Laceration without foreign body of other parts of wrist or hand,57.56,NC52.11,Laceration with foreign body of other parts of wrist or hand,57.11,ND70.2,Foreign body in multiple parts of external eye,53.61,related-to,72.15,,
Z$31,Kapāla Pittam,Kapāla Pittam.Pain in the cranium and face,100.0,MG31.0,"Acute pain in the face, not elsewhere classified",58.05,,,,,,,,,,,,,review,58.05,,
Z18,Neṟṟicūlai Vātam,Neicūlai Vātam.Glucoma,92.13,MB20.1,Coma,61.88,,,,,,,,,,,,,review,61.88,,
Z30,Urakāri Vātam,Urakāri Vātam. liver abscess,100.0,XA5DY0,Liver,84.69,DB90.0,Abscess of liver,79.33,1A36.10,Amoebic liver abscess,73.76,SA04,Liver abscess disorder (TM1),66.6,,,,review,66.6,,
Z31,Asvatampa Vātam,Asvatampa Vātam.TB Spine,100.0,FA72.1,Kissing spine,69.17,XA7AB8,Spine of helix,67.33,XA2EN5,Tibial spine,67.23,XA8V32,Anterior longitudinal ligament of the spine,63.59,ND50,"multiple fractures of spine, level unspecified",62.5,review,69.17,,
Z40,Mūttira Utira Vātam,Mūttira Utira Vātam. bladder carcinoma,100.0,2C94.2,Non-papillary transitional cell carcinoma of the bladder,72.29,2E68,Carcinoma in situ of bladder,71.44,2C94.1,Squamous cell carcinoma of bladder,64.47,,,,,,,related-to,72.29,,
Z42,Cavviraṅka Vātam,Cavvira ̄ ka Vatam. aggregation of vatha and dyspepsial symptoms,96.3,MD92,"A condition characterised by upper abdominal symptoms that suggest indigestion (painful, difficult, or disturbed digestion), which may include pain or discomfort of upper abdomen, bloating, feeling of fullness with very little intake of food, nausea and vomiting, heartburn, loss of appetite.",63.19,,,,,,,,,,,,,review,63.19,,
Z48,Kaṇṭakirākavātam,Kaṇṭakirākavātam. hypertrophy heart diseases,100.0,BC20,"Chronic rheumatic heart diseases, not elsewhere classified",50.59,,,,,,,,,,,,,review,50.59,,
Z52,Karppacūlai Vātam,Karppacūlai Vātam.Lower abdominal pain with accumulation of blood in uterus,100.0,SF99,Blood heat build up in the uterus pattern (TM1),69.06,,,,,,,,,,,,,review,69.06,,
Z52,Karppacūlai Vātam,Karppacūlai Vātam.Lower abdominal pain with accumulation of blood in uterus,100.0,SF99,Blood heat build up in the uterus pattern (TM1),69.06,,,,,,,,,,,,,review,69.06,,
Z54,Kuṭal Vātam,Kuṭal Vātam. hernia,100.0,LB00.0,congenital diaphragm hernia,73.18,LB13.1,Congenital diaphragmatic hernia,70.81,DD50.0,Congenital diaphragmatic hernia,70.81,DD52,Bilateral femoral hernia NOS,70.02,DD56,ventral hernia with gangrene,69.06,related-to,73.18,,
Z61,Vātacurōṇitam,Vatakurōṇitam.Polyarthritis,96.74,FA24.1,"Juvenile idiopathic polyarthritis, rheumatoid factor positive",74.38,,,,,,,,,,,,,related-to,74.38,,
Z78,Cantirā Varttam Nōkkāṭu,Cantir Varttam Nokkku Maxillary ethmoidal sinusitis,93.37,XA7VK5,Maxilla,60.34,,,,,,,,,,,,,review,60.34,,
Z85,Tanta Vāyu,Tanta Vayu.Pain in Tooth,100.0,XE4YS,Ant,60.22,,,,,,,,,,,,,review,60.22,,
ZAA1.4,Kuṉmacūlai,Ku ku macūlai.Pain in the abdomen,92.23,XA6GV0,Abdomen,83.41,VV12,pain in the hip,80.08,MC18,pain in eye,77.41,FB56.4,Pain in limb,76.84,ME84.0,pain in neck,76.23,review,58.77,,
ZAC1.4,Nitampacūlai,Nitampaculai. muscular growth in the auterus,100.0,XA99N3,Uterus,59.4,,,,,,,,,,,,,review,59.4,,
